Step,Actual_Displacement,Predicted_Displacement,Residual
3043,5.347,13.576929626323365,-8.229929626323365
3044,4.266,13.578993038731284,-9.312993038731284
3045,5.791,13.581060352201222,-7.7900603522012215
3046,5.713,13.583131873319452,-7.870131873319452
3047,5.391,13.585207938152488,-8.194207938152488
3048,5.86,13.587288915585445,-7.7272889155854445
3049,5.544,13.589375211093122,-8.045375211093123
3050,5.718,13.59146727100693,-7.8734672710069304
3051,5.662,13.59356558735077,-7.931565587350771
3052,5.336,13.595652041280943,-8.259652041280942
3053,7.026,13.597744462757111,-6.5717444627571115
3054,5.707,13.599843377753754,-7.892843377753754
3055,5.658,13.601949368579742,-7.943949368579742
3056,5.403,13.60399672697909,-8.200996726979092
3057,5.383,13.607135163406008,-8.224135163406007
3058,5.548,13.609198033952326,-8.061198033952326
3059,5.359,13.61126524592669,-8.25226524592669
3060,5.539,13.61327498361419,-8.07427498361419
3061,5.485,13.61528511262334,-8.13028511262334
3062,5.747,13.617295652551052,-7.870295652551052
3063,5.6,13.62046937374043,-8.020469373740431
3064,5.417,13.622489906788134,-8.205489906788134
3065,5.389,13.624511299411497,-8.235511299411495
3066,5.413,13.626533595115234,-8.213533595115234
3067,5.452,13.628556840060963,-8.176556840060963
3068,5.541,13.630581083262285,-8.089581083262285
3069,5.58,13.632606376796598,-8.052606376796598
3070,4.791,13.634632776035268,-8.843632776035268
3071,5.798,13.636660339893965,-7.8386603398939645
3072,5.603,13.638689131105185,-8.035689131105185
3073,5.433,13.640719216515176,-8.207719216515176
3074,5.567,13.642750667407757,-8.075750667407757
3075,5.572,13.644783559857789,-8.07278355985779
3076,5.579,13.646817975117381,-8.067817975117382
3077,5.724,13.648854000038284,-7.924854000038284
3078,4.983,13.650891727534276,-8.667891727534276
3079,5.61,13.652931257087898,-8.042931257087897
3080,5.644,13.654972695306272,-8.010972695306272
3081,5.532,13.657016156531473,-8.125016156531473
3082,5.506,13.659061763511446,-8.153061763511445
3083,5.204,13.661109648138323,-8.457109648138324
3084,6.002,13.663159952261745,-7.6611599522617455
3085,5.601,13.665212828585862,-8.064212828585863
3086,5.818,13.66726844165969,-7.8492684416596905
3087,5.657,13.669326968971856,-8.012326968971855
3088,5.778,13.671388602162134,-7.893388602162134
3089,5.628,13.673453548363836,-8.045453548363836
3090,5.397,13.675522031693058,-8.278522031693058
3091,5.644,13.67759429490285,-8.03359429490285
3092,5.678,13.679670601222988,-8.001670601222987
3093,5.616,13.681751236408765,-8.065751236408765
3094,5.818,13.683836511025648,-7.865836511025648
3095,5.548,13.685926763000333,-8.137926763000333
3096,5.572,13.688022360473255,-8.116022360473256
3097,5.755,13.690123704992615,-7.935123704992615
3098,5.598,13.692231235096038,-8.09423123509604
3099,5.644,13.694345430332715,-8.050345430332715
3100,5.6,13.69646681578703,-8.09646681578703
3101,5.766,13.698595967173965,-7.932595967173965
3102,5.684,13.70073351658754,-8.01673351658754
3103,5.757,13.702880158996308,-7.945880158996308
3104,5.57,13.705036659594972,-8.135036659594972
3105,5.522,13.707203862138813,-8.185203862138813
3106,6.81,13.709382698408396,-6.899382698408396
3107,5.643,13.711574198976477,-8.068574198976478
3108,5.46,13.713659238932527,-8.253659238932528
3109,5.259,13.715750118423626,-8.456750118423626
3110,5.661,13.717847348200875,-8.056847348200876
3111,5.665,13.719951493279124,-8.054951493279123
3112,5.976,13.7220631796768,-7.7460631796768
3113,6.484,13.728004598834147,-7.244004598834147
3114,5.58,13.730005016409093,-8.150005016409093
3115,5.477,13.732005431901376,-8.255005431901376
3116,5.852,13.734005845321382,-7.882005845321382
3117,5.507,13.736006256679447,-8.229006256679448
3118,5.857,13.738006665985855,-7.881006665985855
3119,5.674,13.74000707325084,-8.06600707325084
3120,5.669,13.742007478484583,-8.073007478484584
3121,5.516,13.744007881697213,-8.228007881697213
3122,5.422,13.746008282898812,-8.324008282898813
3123,5.627,13.748008682099409,-8.121008682099408
3124,5.673,13.750009079308985,-8.077009079308985
3125,5.641,13.75200947453747,-8.11100947453747
3126,5.616,13.754009867794746,-8.138009867794747
3127,5.62,13.756010259090642,-8.136010259090643
3128,5.588,13.758048156485595,-8.170048156485596
3129,5.712,13.760048837684923,-8.048048837684924
3130,5.585,13.762049529289637,-8.177049529289636
3131,5.817,13.764050231911504,-7.947050231911504
3132,5.739,13.766050946197602,-8.027050946197601
3133,6.007,13.76805167283281,-7.76105167283281
3134,5.999,13.770052412542514,-7.771052412542514
3135,5.688,13.772053166095525,-8.084053166095526
3136,5.635,13.774053934307256,-8.139053934307256
3137,5.673,13.776054718043158,-8.103054718043158
3138,5.641,13.778055518222455,-8.137055518222455
3139,5.877,13.780056335822213,-7.903056335822213
3140,5.932,13.782057171881752,-7.850057171881751
3141,5.863,13.78405802750746,-7.921058027507459
3142,6.112,13.786058903878038,-7.674058903878038
3143,5.552,13.788059802250217,-8.236059802250217
3144,5.833,13.790060723964999,-7.957060723964998
3145,5.789,13.792061670454489,-8.003061670454489
3146,5.501,13.794062643249365,-8.293062643249364
3147,5.672,13.796063643987035,-8.124063643987036
3148,5.812,13.798064674420615,-7.986064674420615
3149,5.695,13.800065736428754,-8.105065736428754
3150,5.615,13.80206683202643,-8.18706683202643
3151,5.601,13.804067963376824,-8.203067963376824
3152,5.781,13.806069132804385,-8.025069132804386
3153,5.629,13.80807034280923,-8.179070342809231
3154,5.526,13.81007159608302,-8.28407159608302
3155,5.82,13.812072895526503,-7.992072895526503
3156,5.791,13.814074244268898,-8.023074244268898
3157,6.041,13.81607564568936,-7.775075645689359
3158,5.594,13.818077103440753,-8.224077103440752
3159,5.973,13.820078621476052,-7.847078621476052
3160,5.435,13.822080204077645,-8.387080204077645
3161,7.566,13.871741142044161,-6.305741142044162
3162,5.61,13.873743462859332,-8.263743462859331
3163,5.699,13.875745860443228,-8.176745860443228
3164,5.827,13.877748340776296,-8.050748340776297
3165,5.554,13.879750910373556,-8.325750910373555
3166,5.852,13.881753576341222,-8.029753576341221
3167,5.985,13.883756346440212,-7.898756346440211
3168,5.81,13.885759229157474,-8.075759229157473
3169,5.612,13.88776223378619,-8.27576223378619
3170,5.858,13.88976537051614,-8.03176537051614
3171,5.736,13.891768650535608,-8.15576865053561
3172,5.599,13.893772086146567,-8.294772086146567
3173,5.915,13.895775690895007,-7.980775690895007
3174,5.712,13.897779479718677,-8.185779479718677
3175,5.738,13.899783469114848,-8.161783469114848
3176,5.871,13.901787677331129,-8.030787677331128
3177,5.678,13.903792124582884,-8.225792124582885
3178,5.839,13.905796833301384,-8.066796833301384
3179,5.778,13.907797681295351,-8.12979768129535
3180,5.941,13.909798525059928,-7.9687985250599285
3181,5.732,13.911799364616213,-8.179799364616212
3182,5.675,13.913800199985193,-8.238800199985192
3183,5.792,13.915801031187751,-8.123801031187751
3184,5.672,13.918364479004477,-8.246364479004477
3185,5.812,13.920369708889805,-8.108369708889803
3186,5.823,13.922375119734195,-8.099375119734194
3187,5.722,13.924380720590072,-8.202380720590071
3188,6.197,13.926386521040135,-7.7293865210401345
3189,5.766,13.928392531234747,-8.162392531234747
3190,5.871,13.930398761932445,-8.059398761932444
3191,5.931,13.932405224543793,-8.001405224543792
3192,5.849,13.934411931178936,-8.085411931178935
3193,5.822,13.936418894699221,-8.11441889469922
3194,5.756,13.938426128773237,-8.182426128773237
3195,5.564,13.940433647937736,-8.376433647937736
3196,5.932,13.942441467663906,-8.010441467663906
3197,5.652,13.944449604429545,-8.292449604429546
3198,5.79,13.946458075797697,-8.156458075797698
3199,5.755,13.94846690050246,-8.193466900502461
3200,5.558,13.950476098542637,-8.392476098542637
3201,5.573,13.952485691284128,-8.379485691284128
3202,5.742,13.954495701571895,-8.212495701571896
3203,5.783,13.957068774612404,-8.174068774612405
3204,5.696,13.960190589516452,-8.264190589516453
3205,5.797,13.96221526523997,-8.165215265239969
3206,5.705,13.964241025370866,-8.259241025370866
3207,5.826,13.966267929569755,-8.140267929569756
3208,5.831,13.96829604152768,-8.13729604152768
3209,5.735,13.970325429296121,-8.235325429296122
3210,4.651,13.972356165648705,-9.321356165648705
3211,5.875,13.97438832847807,-8.09938832847807
3212,5.892,13.976422001231857,-8.084422001231857
3213,5.794,13.978457273392129,-8.18445727339213
3214,5.693,13.980719289307189,-8.287719289307189
3215,6.006,13.98275981833913,-7.976759818339129
3216,5.953,13.984802331010915,-8.031802331010915
3217,5.896,13.986846950406424,-8.090846950406423
3218,5.793,13.988893809102974,-8.195893809102973
3219,5.809,13.990943050056154,-8.181943050056155
3220,5.68,13.992994827581018,-8.312994827581019
3221,5.796,13.99504930844154,-8.199049308441541
3222,5.819,13.997106673061978,-8.17810667306198
3223,5.7,13.99916711687569,-8.29916711687569
3224,5.688,14.00123085182913,-8.313230851829129
3225,5.947,14.003616926491938,-8.056616926491937
3226,5.961,14.005690451486647,-8.044690451486646
3227,5.758,14.007768125224526,-8.249768125224527
3228,5.671,14.00985024974398,-8.338850249743981
3229,6.049,14.011937154571513,-7.962937154571512
3230,5.851,14.014029199728078,-8.16302919972808
3231,6.061,14.016126779117565,-7.955126779117565
3232,5.904,14.01823032435249,-8.11423032435249
3233,6.004,14.020340309081035,-8.016340309081036
3234,5.941,14.022457253889902,-8.081457253889901
3235,5.747,14.024519525036022,-8.277519525036022
3236,5.47,14.026585185534609,-8.556585185534608
3237,5.584,14.028654469367254,-8.444654469367254
3238,5.849,14.03072763038924,-8.18172763038924
3239,6.052,14.032804944333613,-7.980804944333613
3240,5.88,14.034886711047859,-8.154886711047858
3241,5.674,14.03697325699362,-8.36297325699362
3242,5.682,14.03906493804429,-8.357064938044289
3243,5.796,14.041162142620484,-8.245162142620483
3244,5.875,14.043265295209338,-8.168265295209338
3245,5.794,14.045374860320484,-8.251374860320485
3246,5.868,14.047491346939713,-8.179491346939713
3247,5.776,14.049615313550671,-8.273615313550671
3248,6.17,14.051747373806077,-7.881747373806077
3249,5.976,14.053888202942835,-8.077888202942834
3250,5.855,14.061045869812904,-8.206045869812904
3251,6.053,14.063245767968725,-8.010245767968726
3252,6.085,14.065458555025705,-7.980458555025705
3253,6.251,14.067685316205063,-7.816685316205063
3254,5.989,14.069865043965754,-8.080865043965755
3255,6.159,14.071934156920591,-7.912934156920591
3256,6.066,14.074006611170999,-8.008006611170998
3257,5.938,14.076082611432954,-8.138082611432953
3258,6.14,14.078162378409889,-7.938162378409889
3259,6.129,14.08024615034269,-7.9512461503426906
3260,6.088,14.082334184739228,-7.994334184739228
3261,5.921,14.08442676030752,-8.16342676030752
3262,5.898,14.086524179120353,-8.188524179120353
3263,6.316,14.088626769043396,-7.772626769043396
3264,6.038,14.09073488646397,-8.05273488646397
3265,6.154,14.092824036629942,-7.938824036629942
3266,6.032,14.09491761501915,-8.06291761501915
3267,5.992,14.097015898055544,-8.105015898055544
3268,5.983,14.09911918381591,-8.116119183815911
3269,5.877,14.101227794100113,-8.224227794100113
3270,6.074,14.103342076735128,-8.029342076735128
3271,6.09,14.1054624081433,-8.0154624081433
3272,6.144,14.107589196209783,-7.963589196209783
3273,5.991,14.109722883489304,-8.118722883489305
3274,6.068,14.111863950798519,-8.043863950798519
3275,6.341,14.114012921247413,-7.773012921247413
3276,6.181,14.116135114232293,-7.935135114232293
3277,6.167,14.11826369590343,-7.95126369590343
3278,6.199,14.12039908288926,-7.921399082889261
3279,5.998,14.122541725189926,-8.124541725189925
3280,5.886,14.124692109352184,-8.238692109352183
3281,5.844,14.126850761992099,-8.282850761992098
3282,6.27,14.129018253708443,-7.859018253708443
3283,6.089,14.131195203435642,-8.042195203435641
3284,6.164,14.133382283291876,-7.969382283291877
3285,6.226,14.135580223985757,-7.909580223985757
3286,6.118,14.13778982085402,-8.019789820854019
3287,6.245,14.140011940613112,-7.895011940613112
3288,6.401,14.142247528919608,-7.741247528919608
3289,6.279,14.144497618848394,-7.865497618848394
3290,6.136,14.14676334041385,-8.010763340413849
3291,6.431,14.149045931278161,-7.718045931278161
3292,6.376,14.151346748813006,-7.775346748813006
3293,6.279,14.153667283706627,-7.874667283706627
3294,5.947,14.156009175338445,-8.209009175338444
3295,6.173,14.158374229178795,-7.985374229178795
3296,6.344,14.160764436512798,-7.8167644365127975
3297,6.268,14.163181996836338,-7.895181996836338
3298,6.372,14.165629343329643,-7.793629343329643
3299,6.415,14.16810917188205,-7.753109171882049
3300,6.207,14.170624474222025,-7.9636244742220255
3301,6.328,14.172624934980284,-7.844624934980284
3302,6.478,14.1746253934405,-7.696625393440501
3303,6.381,14.176625849614137,-7.795625849614137
3304,6.23,14.178626303512596,-7.9486263035125955
3305,6.251,14.18062675514723,-7.92962675514723
3306,6.47,14.182627204529325,-7.712627204529325
3307,6.278,14.18462765167012,-7.90662765167012
3308,6.253,14.186628096580788,-7.933628096580788
3309,6.452,14.188628539272457,-7.736628539272457
3310,6.222,14.190628979756191,-7.968628979756191
3311,6.175,14.192629418043003,-8.017629418043004
3312,6.436,14.194629854143852,-7.758629854143852
3313,6.289,14.196630288069636,-7.907630288069637
3314,6.262,14.19863071983121,-7.93663071983121
3315,6.145,14.200631149439362,-8.055631149439362
3316,6.578,14.202631576904833,-7.624631576904833
3317,6.444,14.204632002238313,-7.760632002238313
3318,6.13,14.206632425450433,-8.076632425450434
3319,6.339,14.208632846551774,-7.869632846551774
3320,6.317,14.210633265552863,-7.893633265552863
3321,6.386,14.212633682464176,-7.826633682464176
3322,6.115,14.214634097296134,-8.099634097296134
3323,6.343,14.216634510059109,-7.873634510059109
3324,6.383,14.21863492076342,-7.835634920763421
3325,6.673,14.220635329419336,-7.547635329419336
3326,6.335,14.222635736037072,-7.887635736037072
3327,6.288,14.224636140626794,-7.936636140626794
3328,6.503,14.226636543198614,-7.723636543198614
3329,6.713,14.2286369437626,-7.5156369437626
3330,6.255,14.230637342328766,-7.975637342328766
3331,6.485,14.232637738907073,-7.7476377389070725
3332,6.57,14.234638133507438,-7.664638133507438
3333,6.647,14.236638526139727,-7.589638526139726
3334,6.331,14.238638916813754,-7.907638916813753
3335,6.443,14.240639305539284,-7.797639305539285
3336,6.295,14.242639692326039,-7.947639692326039
3337,6.453,14.244640077183687,-7.791640077183687
3338,6.16,14.24664046012185,-8.08664046012185
3339,6.57,14.248640841150099,-7.678640841150099
3340,5.195,14.250641220277963,-9.055641220277963
3341,6.318,14.252641597514916,-7.934641597514917
3342,6.364,14.254641972870395,-7.890641972870395
3343,6.662,14.25664234635378,-7.594642346353781
3344,6.428,14.25864271797441,-7.830642717974411
3345,6.408,14.260643087741574,-7.852643087741574
3346,6.421,14.262643455664515,-7.8416434556645145
3347,7.203,14.264643821752433,-7.061643821752432
3348,6.39,14.26664418601448,-7.87664418601448
3349,6.54,14.268644548459763,-7.728644548459763
3350,6.417,14.270644909097342,-7.853644909097342
3351,6.474,14.272645267936234,-7.798645267936234
3352,6.584,14.274645624985409,-7.690645624985409
3353,6.564,14.276645980253795,-7.712645980253795
3354,6.338,14.278646333750272,-7.940646333750272
3355,6.397,14.28064668548368,-7.883646685483679
3356,6.682,14.282647035462807,-7.600647035462806
3357,6.607,14.284647383696408,-7.677647383696407
3358,6.372,14.286647730193184,-7.914647730193185
3359,6.453,14.288648074961802,-7.835648074961802
3360,6.323,14.290648418010878,-7.967648418010878
3361,6.58,14.292648759348992,-7.712648759348992
3362,5.684,14.294649098984674,-8.610649098984673
3363,6.756,14.296649436926417,-7.540649436926417
3364,6.611,14.298649773182667,-7.687649773182668
3365,6.437,14.300650107761832,-7.863650107761832
3366,11.581,15.391110727130611,-3.8101107271306116
3367,6.534,15.393124641486299,-8.8591246414863
3368,6.714,15.39513848644385,-8.68113848644385
3369,6.67,15.397152262349387,-8.727152262349387
3370,6.626,15.399165969547308,-8.773165969547307
3371,6.41,15.401179608380293,-8.991179608380293
3372,6.606,15.403193179189316,-8.797193179189316
3373,6.444,15.405206682313645,-8.961206682313644
3374,6.502,15.407220118090864,-8.905220118090863
3375,6.774,15.409233486856861,-8.635233486856862
3376,6.545,15.41124678894586,-8.86624678894586
3377,6.408,15.413260024690414,-9.005260024690415
3378,6.769,15.415273194421417,-8.646273194421417
3379,6.512,15.417286298468113,-8.905286298468113
3380,6.498,15.419299337158101,-8.9212993371581
3381,6.419,15.421312310817353,-9.002312310817352
3382,7.802,15.42332521977021,-7.62132521977021
3383,6.434,15.425338064339396,-8.991338064339395
3384,6.774,15.427350844846025,-8.653350844846024
3385,6.517,15.42936356160961,-8.91236356160961
3386,6.534,15.431376214948074,-8.897376214948075
3387,6.737,15.43338880517775,-8.69638880517775
3388,6.85,15.43540133261339,-8.58540133261339
3389,6.711,15.437413797568187,-8.726413797568187
3390,6.486,15.439426200353761,-8.95342620035376
3391,6.849,15.441438541280187,-8.592438541280186
3392,6.633,15.443450820655983,-8.810450820655984
3393,6.542,15.445463038788137,-8.903463038788137
3394,6.513,15.447475195982104,-8.934475195982104
3395,6.912,15.449487292541813,-8.537487292541812
3396,6.63,15.451499328769678,-8.82149932876968
3397,6.229,15.453511304966607,-9.224511304966608
3398,6.654,15.455523221432003,-8.801523221432003
3399,6.671,15.457535078463781,-8.786535078463782
3400,6.308,15.459546876358367,-9.151546876358367
3401,6.618,15.461558615410706,-8.843558615410705
3402,6.552,15.463570295914279,-8.911570295914279
3403,6.619,15.465581918161096,-8.846581918161096
3404,6.726,15.467593482441716,-8.741593482441715
3405,6.241,15.469604989045246,-9.228604989045246
3406,6.496,15.471616438259352,-8.975616438259351
3407,6.958,15.473627830370264,-8.515627830370263
3408,6.756,15.475639165662784,-8.719639165662784
3409,6.886,15.477650444420298,-8.5916504444203
3410,6.895,15.479661666924775,-8.584661666924776
3411,6.565,15.481672833456777,-8.916672833456776
3412,6.722,15.483683944295468,-8.761683944295466
3413,6.764,15.485694999718618,-8.721694999718618
3414,6.534,15.487706000002618,-8.953706000002619
3415,6.422,15.48971694542247,-9.067716945422472
3416,6.868,15.491727836251815,-8.623727836251815
3417,6.549,15.493738672762921,-8.94473867276292
3418,6.6,15.495749455226704,-8.895749455226705
3419,6.744,15.498097756368608,-8.754097756368608
3420,6.337,15.500111075717104,-9.163111075717104
3421,6.736,15.502124452861008,-8.766124452861007
3422,6.755,15.50413789348504,-8.749137893485042
3423,6.741,15.506151403590822,-8.765151403590822
3424,6.759,15.508164989519322,-8.749164989519322
3425,6.527,15.510178657975153,-8.983178657975152
3426,6.69,15.512192416052905,-8.822192416052903
3427,6.734,15.514206271265683,-8.780206271265683
3428,6.742,15.516220231576073,-8.774220231576074
3429,6.946,15.518234305429782,-8.572234305429783
3430,6.927,15.520248501792201,-8.593248501792202
3431,6.773,15.522262830188165,-8.749262830188165
3432,6.74,15.524277300745263,-8.784277300745263
3433,7.116,15.526291924241038,-8.410291924241038
3434,6.875,15.528306712154466,-8.653306712154466
3435,6.698,15.530321676722156,-8.832321676722156
3436,6.789,15.53233683099979,-8.743336830999791
3437,6.814,15.534352188929315,-8.720352188929315
3438,6.7,15.536367765412516,-8.836367765412515
3439,6.617,15.538383576391679,-8.92138357639168
3440,7.01,15.54039963893806,-8.53039963893806
3441,7.021,15.543053608210192,-8.522053608210193
3442,6.794,15.54507522466343,-8.751075224663431
3443,6.795,15.547097361431357,-8.752097361431357
3444,6.863,15.549120051411421,-8.686120051411422
3445,7.01,15.551143329825281,-8.541143329825282
3446,6.834,15.553167234419037,-8.719167234419038
3447,6.73,15.55519180568362,-8.82519180568362
3448,7.288,15.557217087097653,-8.269217087097653
3449,6.788,15.559243125395398,-8.771243125395397
3450,6.988,15.561269970862734,-8.573269970862732
3451,6.832,15.563297677664501,-8.7312976776645
3452,7.074,15.565326304207021,-8.491326304207021
3453,6.952,15.567355913540036,-8.615355913540036
3454,6.764,15.569386573803008,-8.805386573803009
3455,6.785,15.571418358721292,-8.786418358721292
3456,6.559,15.573451348158526,-9.014451348158527
3457,6.605,15.575485628732501,-8.9704856287325
3458,6.659,15.57752129450274,-8.918521294502739
3459,6.911,15.579558447739295,-8.668558447739295
3460,6.599,15.581597199783644,-8.982597199783644
3461,6.861,15.583637672014156,-8.722637672014155
3462,6.537,15.585679996930557,-9.048679996930556
3463,6.89,15.587724319373983,-8.697724319373982
3464,6.994,15.589770797901819,-8.59577079790182
3465,6.75,15.591819606339538,-8.841819606339538
3466,7.012,15.593870935535277,-8.581870935535278
3467,6.836,15.595924995347149,-8.759924995347149
3468,6.682,15.597982016898095,-8.915982016898095
3469,7.017,15.60004225513898,-8.583042255138981
3470,6.688,15.602068667667119,-8.91406866766712
3471,6.737,15.604096024911525,-8.867096024911525
3472,7.006,15.606124394137101,-8.6001243941371
3473,6.742,15.608153848208524,-8.866153848208523
3474,6.598,15.61018446614455,-9.01218446614455
3475,6.897,15.61221633373539,-8.71521633373539
3476,6.772,15.614249544231196,-8.842249544231196
3477,7.015,15.61628419911092,-8.601284199110921
3478,6.9,15.618320408942061,-8.718320408942061
3479,6.816,15.620358294343436,-8.804358294343437
3480,6.841,15.622397987064783,-8.781397987064782
3481,6.765,15.624439631199216,-8.859439631199216
3482,6.695,15.626483384546834,-8.931483384546834
3483,6.943,15.628529420150663,-8.685529420150663
3484,6.938,15.630577928029403,-8.692577928029404
3485,7.022,15.632629117135254,-8.610629117135254
3486,6.882,15.634683217569599,-8.752683217569599
3487,6.775,15.636740483094682,-8.861740483094682
3488,7.052,15.638801193985527,-8.586801193985528
3489,6.832,15.641747099464133,-8.809747099464133
3490,6.917,15.643822568861014,-8.726822568861014
3491,6.829,15.645902808228078,-8.816902808228079
3492,7.062,15.647917754288475,-8.585917754288474
3493,6.859,15.649932982266511,-8.790932982266511
3494,6.974,15.651948508217945,-8.677948508217945
3495,6.964,15.653964349150561,-8.68996434915056
3496,6.556,15.655980523092893,-9.099980523092892
3497,6.739,15.65799704916874,-8.918997049168741
3498,7.013,15.660013947678019,-8.647013947678019
3499,6.959,15.662031240184575,-8.703031240184576
3500,6.953,15.664048949611631,-8.71104894961163
3501,7.195,15.666067100345622,-8.471067100345621
3502,6.902,15.668085718349255,-8.766085718349256
3503,6.654,15.670104831284734,-9.016104831284734
3504,7.075,15.672124468648164,-8.597124468648165
3505,7.084,15.674144661916314,-8.590144661916314
3506,6.909,15.676165444706994,-8.767165444706993
3507,6.96,15.678318131131789,-8.718318131131788
3508,7.234,15.680341231568148,-8.446341231568148
3509,6.848,15.68236508024778,-8.834365080247782
3510,6.971,15.68438972339042,-8.71338972339042
3511,6.998,15.6864152105435,-8.6884152105435
3512,7.025,15.68844159486987,-8.66344159486987
3513,6.988,15.690468933464304,-8.702468933464303
3514,7.167,15.69249728770207,-8.52549728770207
3515,6.912,15.694526723623218,-8.782526723623217
3516,7.042,15.696557312356756,-8.654557312356756
3517,6.994,15.698589130589351,-8.704589130589351
3518,7.096,15.700622261083874,-8.604622261083874
3519,7.265,15.702656793253743,-8.437656793253744
3520,6.961,15.704692823799869,-8.743692823799869
3521,7.134,15.706730457417887,-8.572730457417887
3522,6.854,15.708769807584426,-8.854769807584425
3523,6.963,15.710810997432377,-8.747810997432378
3524,7.128,15.712854160726526,-8.584854160726525
3525,7.182,15.714899442952493,-8.532899442952493
3526,6.887,15.71694700253385,-8.82994700253385
3527,7.083,15.718997012194317,-8.635997012194316
3528,7.001,15.72104966048461,-8.720049660484609
3529,6.927,15.723105153496242,-8.796105153496242
3530,6.813,15.72516371678806,-8.912163716788061
3531,7.202,15.727225597555206,-8.525225597555206
3532,7.256,15.729291067074746,-8.473291067074745
3533,7.035,15.731360423467672,-8.696360423467672
3534,7.147,15.73343399482314,-8.586433994823139
3535,7.148,15.735512142738333,-8.587512142738333
3536,6.92,15.73759526633595,-8.81759526633595
3537,7.129,15.739683806831536,-8.610683806831537
3538,7.248,15.741778252735092,-8.49377825273509
3539,6.882,15.743879145785543,-8.861879145785544
3540,6.681,15.745889630360624,-9.064889630360625
3541,6.999,15.74790035136534,-8.74890035136534
3542,6.93,15.749911328102252,-8.819911328102252
3543,7.163,15.75192258156757,-8.58892258156757
3544,7.449,15.753934134628155,-8.304934134628155
3545,6.432,15.755946012219747,-9.323946012219746
3546,7.261,15.757958241569234,-8.496958241569235
3547,7.095,15.759970852444276,-8.664970852444277
3548,7.082,15.761983877434057,-8.679983877434058
3549,7.111,15.763997352265509,-8.652997352265508
3550,6.928,15.76601131616005,-8.838011316160049
3551,6.744,15.768025812236674,-9.024025812236674
3552,7.126,15.770040887968126,-8.644040887968124
3553,7.032,15.772056595698007,-8.740056595698007
3554,6.947,15.774072993227945,-8.827072993227944
3555,7.222,15.776090144485439,-8.55409014448544
3556,6.967,15.778108120284811,-8.81110812028481
3557,7.231,15.780126999195792,-8.549126999195792
3558,7.078,15.782132353608844,-8.704132353608845
3559,7.138,15.78413768131665,-8.64613768131665
3560,6.999,15.786142982452402,-8.787142982452401
3561,6.772,15.78814825714863,-9.016148257148629
3562,7.232,15.7901535055372,-8.558153505537199
3563,8.002,15.792158727749324,-7.790158727749324
3564,7.178,15.794163923915557,-8.616163923915558
3565,7.297,15.796169094165801,-8.4991690941658
3566,7.28,15.798174238629317,-8.518174238629317
3567,7.245,15.800179357434711,-8.55517935743471
3568,7.405,15.802184450709959,-8.397184450709958
3569,6.9,15.804189518582389,-8.904189518582388
3570,7.318,15.806194561178701,-8.488194561178702
3571,7.101,15.808199578624958,-8.707199578624959
3572,7.141,15.810204571046597,-8.669204571046597
3573,7.099,15.81220953856843,-8.71320953856843
3574,7.032,15.814214481314645,-8.782214481314645
3575,7.145,15.81621939940881,-8.67121939940881
3576,7.103,15.818224292973877,-8.715224292973877
3577,7.208,15.820229162132188,-8.612229162132188
3578,7.171,15.82223400700547,-8.65123400700547
3579,7.034,15.824238827714845,-8.790238827714845
3580,7.239,15.826243624380833,-8.587243624380832
3581,7.175,15.828248397123348,-8.653248397123349
3582,7.091,15.830253146061711,-8.73925314606171
3583,7.154,15.832257871314646,-8.678257871314646
3584,6.943,15.83426257300028,-8.891262573000281
3585,7.145,15.836267251236162,-8.691267251236162
3586,7.204,15.838271906139244,-8.634271906139244
3587,7.134,15.840276537825902,-8.706276537825902
3588,7.192,15.842281146411926,-8.650281146411926
3589,7.21,15.844285732012532,-8.634285732012533
3590,6.877,15.846290294742358,-8.969290294742358
3591,6.951,15.848294834715475,-8.897294834715474
3592,7.214,15.85029935204538,-8.636299352045379
3593,7.173,15.85230384684501,-8.67930384684501
3594,7.096,15.854308319226732,-8.758308319226732
3595,7.254,15.856312769302356,-8.602312769302356
3596,7.06,15.858317197183139,-8.798317197183138
3597,7.034,15.860321602979772,-8.826321602979771
3598,7.3,15.862325986802402,-8.562325986802403
3599,6.501,15.864330348760626,-9.363330348760627
3600,6.971,15.866334688963494,-8.895334688963494
3601,7.26,15.868920382304642,-8.608920382304643
3602,6.964,15.870929233173586,-8.906929233173585
3603,7.191,15.872938253843301,-8.681938253843303
3604,7.123,15.874947453753698,-8.751947453753697
3605,6.923,15.876956842892206,-8.953956842892206
3606,7.374,15.878966431832422,-8.504966431832422
3607,7.383,15.880976231775957,-8.497976231775958
3608,7.189,15.882986254597764,-8.693986254597764
3609,7.165,15.884996512895285,-8.719996512895285
3610,7.122,15.887007020041779,-8.765007020041779
3611,7.347,15.88901779024424,-8.542017790244241
3612,7.066,15.891028838606356,-8.825028838606357
3613,7.402,15.893040181196987,-8.491040181196986
3614,7.014,15.895051835124743,-8.881051835124744
3615,7.095,15.897063818619253,-8.802063818619253
3616,7.379,15.899076151119829,-8.520076151119829
3617,7.41,15.901088853372244,-8.491088853372244
3618,7.273,15.903101947534527,-8.630101947534527
3619,7.464,15.90511545729269,-8.441115457292689
3620,7.335,15.90712940798742,-8.572129407987418
3621,7.397,15.909143826752981,-8.51214382675298
3622,7.111,15.911158742669594,-8.800158742669595
3623,7.279,15.913174186930794,-8.634174186930794
